Name,,Org,Pos,,Current Level,Top 100,Org Rk,FV,,Age,Ht,Wt,Bat,Thr
Jaylin Davis,,SFG,RF,,MLB,0,34,35+,,25.2,"6' 1""",190,R,R
Raffi Vizcaino,,SFG,RHP,,AA,0,35,35+,,23.8,"6' 2""",235,R,R
Ivan Johnson,,CIN,2B,,R,0,24,35+,,21,"6' 0""",190,S,R
Sam Wolff,,SFG,RHP,,AAA,0,36,35+,,28.5,"6' 1""",204,R,R
Cash Case,,CIN,2B,,R,0,25,35+,,20.4,"6' 1""",190,L,R
Jose Marte,,SFG,RHP,,A+,0,37,35+,,23.3,"6' 4""",180,R,R
Yan Contreras,,CIN,SS,,R,0,26,35+,,18.7,"6' 2""",185,R,R
Trevor McDonald,,SFG,RHP,,,0,38,35+,,18.6,"6' 2""",180,R,R
Nick Ciuffo,,CIN,C,,AAA,0,27,35+,,24.6,"6' 1""",205,R,R
Esmerlin Vinicio,,SFG,LHP,,,0,39,35+,,16.7,"6' 0""",165,L,L
Bren Spillane,,CIN,1B,,A,0,28,35+,,23,"6' 5""",210,R,R
Caleb Kilian,,SFG,RHP,,,0,40,35+,,22.3,"6' 4""",180,R,R
James Marinan,,CIN,RHP,,A,0,29,35+,,21,"6' 5""",220,R,R
Jacob Heatherly,,CIN,LHP,,A,0,30,35+,,21.4,"6' 2""",208,L,L
Edwin Yon,,CIN,RF,,R,0,31,35+,,21.2,"6' 5""",180,R,R
Debby Santana,,CIN,3B,,R,0,32,35+,,19.1,"6' 2""",185,R,R
Graham Ashcraft,,CIN,RHP,,R,0,33,35+,,21.6,"6' 2""",218,L,R
Michael Beltre,,CIN,CF,,AA,0,34,35+,,24.2,"6' 3""",220,S,R
Keury Mella,,CIN,RHP,,MLB,0,35,35+,,26.2,"6' 4""",200,R,R
Devin Mann,,LAD,2B,,A+,0,33,35+,,22.6,"6' 3""",180,R,R
Kyle Finnegan,,OAK,RHP,,AAA,0,29,35+,,28.1,"6' 2""",200,R,R
Zach Willeman,,LAD,RHP,,A,0,34,35+,,23.5,"6' 2""",175,R,R
Alfonso Rivas,,OAK,1B,,AAA,0,30,35+,,23,"5' 11""",180,L,L
Cody Thomas,,LAD,RF,,AA,0,35,35+,,25,"6' 4""",215,L,R
Dalton Sawyer,,OAK,LHP,,R,0,31,35+,,25.8,"6' 5""",210,L,L
Leonel Valera,,LAD,SS,,A,0,36,35+,,20.2,"6' 1""",165,R,R
Hogan Harris,,OAK,LHP,,A+,0,32,35+,,22.8,"6' 3""",230,R,L
John Rooney,,LAD,LHP,,A+,0,37,35+,,22.7,"6' 5""",235,R,L
Wandisson Charles,,OAK,RHP,,AA,0,33,35+,,23.1,"6' 6""",220,R,R
Jerming Rosario,,LAD,RHP,,R,0,38,35+,,17.4,"6' 1""",175,R,R
Alexander Pantuso,,OAK,RHP,,A-,0,34,35+,,24,"6' 6""",235,R,R
Brandon Lewis,,LAD,3B,,A,0,39,35+,,20.9,"6' 3""",215,R,R
Eric Marinez,,OAK,RHP,,A+,0,35,35+,,24,"6' 1""",210,S,R
Drew Jackson,,LAD,SS,,AAA,0,40,35+,,26.2,"6' 2""",200,R,R
Lester Madden,,OAK,RF,,A,0,36,35+,,20.7,"6' 2""",190,R,R
Alexander Campos,,OAK,2B,,R,0,37,35+,,19.6,"6' 0""",178,R,R
Lawrence Butler,,OAK,RF,,A-,0,38,35+,,19.2,"6' 4""",200,L,R
Peyton Miller,,OAK,RHP,,,0,39,35+,,20.6,"6' 1""",170,R,R
Adanson Cruz,,STL,RF,,R,0,30,35+,,19,"6' 2""",175,R,R
Jose Mora,,OAK,RHP,,A-,0,40,35+,,22,"6' 3""",185,R,R
Joerlin De Los Santos,,STL,CF,,R,0,31,35+,,19,"5' 11""",175,R,R
Greg Deichmann,,OAK,RF,,AA,0,41,35+,,24.3,"6' 2""",190,L,R
Andre Pallante,,STL,RHP,,A-,0,32,35+,,21,"6' 0""",203,R,R
Colin Peluse,,OAK,RHP,,A-,0,42,35+,,21.3,"6' 3""",230,R,R
Mateo Gil,,STL,SS,,R,0,33,35+,,19.2,"6' 1""",180,R,R
Chandler Redmond,,STL,2B,,R,0,34,35+,,22.7,"6' 1""",230,L,R
Adolis Garcia,,STL,CF,,AAA,0,35,35+,,26.6,"6' 1""",180,R,R
Tony Locey,,STL,RHP,,A,0,36,35+,,21.2,"6' 3""",240,R,R
Rodard Avelino,,STL,RHP,,A,0,36,35+,,20.3,"6' 1""",170,R,R
Wadye Ynfante,,STL,CF,,A,0,37,35+,,22.1,"6' 0""",160,R,R
Derian Gonzalez,,STL,RHP,,AAA,0,38,35+,,24.7,"6' 3""",190,R,R
Glenallen Hill Jr.,,ARI,2B,,R,0,37,35+,,19,"5' 9""",170,S,R
Kevin Ginkel,,ARI,RHP,,MLB,0,38,35+,,25.5,"6' 4""",210,R,R
Jose Tena,,CLE,SS,,R,0,36,35+,,18.5,"5' 9""",160,L,R
Levi Kelly,,ARI,RHP,,A,0,39,35+,,20.4,"6' 4""",205,R,R
Alexfri Planez,,CLE,RF,,R,0,37,35+,,18.1,"6' 2""",180,R,R
Matt Mercer,,ARI,RHP,,R,0,40,35+,,23.1,"6' 1""",185,R,R
Kyle Nelson,,CLE,LHP,,AAA,0,38,35+,,23.2,"6' 1""",175,L,L
Conor Grammes,,ARI,RHP,,A-,0,41,35+,,22.2,"6' 1""",195,R,R
Jonathan Lopez,,CLE,3B,,AA,0,39,35+,,20.1,"6' 2""",175,S,R
Eduardo Herrera,,ARI,RHP,,A-,0,42,35+,,19.7,"5' 9""",165,R,R
Victor Nova,,CLE,3B,,R,0,40,35+,,19.7,"5' 9""",170,L,R
Avery Short,,ARI,LHP,,A-,0,43,35+,,18.5,"5' 11""",205,R,L
Quentin Holmes,,CLE,CF,,A,0,41,35+,,20.2,"6' 3""",175,R,R
Jackson Goddard,,ARI,RHP,,A,0,44,35+,,22.8,"6' 3""",220,R,R
Nick Mikolajchak,,CLE,RHP,,A-,0,42,35+,,21.8,"6' 2""",215,R,R
Matt Peacock,,ARI,RHP,,AA,0,45,35+,,25.6,"6' 1""",225,R,R
Johnathan Rodriguez,,CLE,CF,,A-,0,43,35+,,19.9,"6' 3""",180,S,R
Ryan Weiss,,ARI,RHP,,A+,0,46,35+,,22.8,"6' 4""",205,R,R
Tyler Holton,,ARI,LHP,,A-,0,47,35+,,23.3,"6' 2""",200,L,L
Andrew Saalfrank,,ARI,LHP,,R,0,48,35+,,22.1,"6' 3""",205,L,L
Justin Lewis,,ARI,RHP,,A+,0,49,35+,,24,"6' 7""",205,R,R
Jose Salas,,MIA,SS,,,0,30,35+,,16.4,"6' 1""",150,S,R
Breidy Encarnacion,,MIA,RHP,,R,0,31,35+,,18.9,"6' 3""",185,R,R
James Nelson,,MIA,3B,,A+,0,32,35+,,21.9,"6' 2""",180,R,R
Ethan Lindow,,PHI,LHP,,A+,0,26,35+,,20.9,"6' 3""",180,R,L
Joe Dunand,,MIA,3B,,AA,0,33,35+,,24,"6' 2""",205,R,R
Kyle Young,,PHI,LHP,,A+,0,27,35+,,21.8,"6' 10""",205,L,L
Bryson Brigman,,MIA,2B,,AA,0,34,35+,,24.3,"5' 11""",180,R,R
Bailey Falter,,PHI,LHP,,AA,0,28,35+,,22.4,"6' 4""",175,L,L
Colton Hock,,MIA,RHP,,A+,0,35,35+,,23.5,"6' 4""",220,R,R
Josh Stephen,,PHI,LF,,AA,0,29,35+,,22,"6' 0""",185,L,L
Christopher Torres,,MIA,SS,,A,0,36,35+,,21.6,"5' 11""",170,S,R
Carlos De La Cruz,,PHI,CF,,A,0,30,35+,,20,"6' 8""",210,R,R
Chris Mokma,,MIA,RHP,,R,0,37,35+,,18.6,"6' 5""",195,R,R
Alejandro Requena,,PHI,RHP,,A+,0,31,35+,,22.8,"6' 2""",210,R,R
Nick Fortes,,MIA,C,,A+,0,38,35+,,22.9,"6' 0""",210,R,R
Dominic Pipkin,,PHI,RHP,,A,0,32,35+,,19.9,"6' 4""",170,R,R
Davis Bradshaw,,MIA,CF,,A,0,39,35+,,21.4,"6' 3""",175,L,R
Gunner Mayer,,PHI,RHP,,R,0,33,35+,,19.2,"6' 6""",190,R,R
Zach King,,MIA,LHP,,,0,40,35+,,21.4,"6' 6""",210,L,L
Zach Warren,,PHI,LHP,,A+,0,34,35+,,23.3,"6' 5""",200,L,L
Kendall Simmons,,PHI,SS,,A-,0,35,35+,,19.5,"6' 2""",180,R,R
Kyle Dohy,,PHI,LHP,,AAA,0,36,35+,,23,"6' 2""",188,L,L
Julian Garcia,,PHI,RHP,,AA,0,37,35+,,24.4,"6' 3""",206,R,R
Jonathan Guzman,,PHI,SS,,A,0,38,35+,,20.1,"6' 0""",156,R,R
Keylan Killgore,,PHI,LHP,,A+,0,39,35+,,23,"6' 3""",185,L,L
Fadriel Cruz,,COL,2B,,R,0,23,35+,,18.9,"5' 10""",170,L,R
Jake Holmes,,PHI,3B,,A-,0,40,35+,,21.2,"6' 3""",185,R,R
Ezequiel Tovar,,COL,SS,,R,0,24,35+,,18.2,"6' 0""",162,S,R
David Parkinson,,PHI,LHP,,AA,0,41,35+,,23.8,"6' 2""",210,R,L
Karl Kauffmann,,COL,RHP,,,0,25,35+,,22.1,"6' 2""",200,R,R
Josh Gessner,,PHI,RHP,,,0,42,35+,,19.3,"6' 1""",205,R,R
Jeremy Walker,,ATL,RHP,,MLB,0,22,35+,,24.3,"6' 5""",205,R,R
Will Ethridge,,COL,RHP,,A-,0,26,35+,,21.8,"6' 5""",220,R,R
Jefrey Ramos,,ATL,LF,,A+,0,23,35+,,20.6,"6' 1""",200,R,R
Jacob Wallace,,COL,RHP,,A-,0,27,35+,,21.1,"6' 1""",190,R,R
Trey Harris,,ATL,LF,,AA,0,24,35+,,23.7,"5' 10""",215,R,R
Brenton Doyle,,COL,CF,,R,0,28,35+,,21.4,"6' 3""",200,R,R
Stephen Paolini,,ATL,CF,,R,0,25,35+,,18.8,"6' 2""",195,L,L
Jared Horn,,COL,RHP,,R,0,29,35+,,21.2,"6' 4""",225,R,R
Josh Graham,,ATL,RHP,,AA,0,26,35+,,26,"6' 1""",215,R,R
Eddy Diaz,,COL,2B,,R,0,30,35+,,19.6,"5' 11""",171,R,R
Tyler Owens,,ATL,RHP,,R,0,27,35+,,18.7,"5' 8""",185,R,R
Justin Lawrence,,COL,RHP,,AA,0,31,35+,,24.8,"6' 3""",220,R,R
Austin Franklin,,TBR,RHP,,A,0,42,35+,,22,"6' 3""",215,R,R
Trey Riley,,ATL,RHP,,A,0,28,35+,,21.4,"6' 2""",180,L,R
Ford Proctor,,TBR,SS,,A,0,43,35+,,22.8,"6' 1""",195,L,R
Kurt Hoekstra,,ATL,RHP,,AA,0,29,35+,,26.2,"6' 2""",205,L,R
Taj Bradley,,TBR,RHP,,R,0,44,35+,,18.5,"6' 2""",185,R,R
Ray-Patrick Didder,,ATL,SS,,AAA,0,30,35+,,25,"6' 0""",170,R,R
Matthew Peguero,,TBR,RHP,,R,0,45,35+,,19.7,"6' 2""",200,R,R
Ricky DeVito,,ATL,RHP,,A,0,31,35+,,21.1,"6' 2""",166,S,R
Grant Witherspoon,,TBR,RF,,A,0,46,35+,,23,"6' 3""",200,L,L
Tristan Gray,,TBR,2B,,AAA,0,47,35+,,23.5,"6' 3""",185,L,R
Edgardo Rodriguez,,TBR,C,,R,0,48,35+,,18.8,"6' 0""",207,R,R
Victor Munoz,,TBR,RHP,,R,0,49,35+,,18.8,"6' 4""",170,R,R
Roberto Alvarez,,TBR,C,,A,0,50,35+,,20.2,"5' 11""",151,R,R
Daiveyon Whittle,,TBR,RHP,,A-,0,51,35+,,19.9,"5' 11""",235,R,R
Ryan Boldt,,TBR,LF,,AA,0,52,35+,,24.8,"6' 2""",210,L,R
Osmy Gregorio,,TBR,SS,,A,0,53,35+,,21.3,"6' 2""",180,R,R
Colby White,,TBR,RHP,,A-,0,54,35+,,21.2,"6' 0""",190,R,R
Evan McKendry,,TBR,RHP,,A-,0,55,35+,,21.6,"6' 3""",210,R,R
Ben Brecht,,TBR,LHP,,A-,0,56,35+,,21.7,"6' 7""",215,L,L
Jake Cronenworth,,TBR,SS/RHP,,AAA,0,57,35+,,25.7,"6' 1""",185,L,R
Eduarqui Fernandez,,MIL,CF,,R,0,30,35+,,17.9,"6' 2""",180,R,R
Jermaine Palacios,,TBR,RHP,,A+,0,58,35+,,23.2,"6' 0""",145,R,R
Antonio Pinero,,MIL,SS,,A,0,31,35+,,20.5,"6' 1""",155,S,R
Miguel Lara,,TBR,RHP,,,0,59,35+,,22.2,"5' 11""",165,R,R
Alec Bettinger,,MIL,RHP,,AA,0,32,35+,,24.2,"6' 2""",210,R,R
Tyrone Taylor,,MIL,CF,,MLB,0,33,35+,,25.7,"6' 0""",185,R,R
David Fry,,MIL,C,,AA,0,34,35+,,23.9,"6' 0""",215,R,R
Max Lazar,,MIL,RHP,,A,0,35,35+,,20.3,"6' 3""",185,R,R
Nick Bennett,,MIL,LHP,,A,0,36,35+,,22.1,"6' 4""",210,L,L
Yeison Coca,,MIL,2B,,A,0,37,35+,,20.3,"5' 10""",155,S,R
Daniel Castillo,,MIL,SS,,R,0,38,35+,,18.7,"5' 11""",150,R,R
Nick Burdi,,PIT,RHP,,MLB,0,30,35+,,26.7,"6' 5""",220,R,R
Jay Jackson,,MIL,RHP,,MLB,0,39,35+,,31.9,"6' 1""",195,R,R
Troy Stokes Jr.,,MIL,LF,,AAA,0,40,35+,,23.7,"5' 8""",182,R,R
David Hamilton,,MIL,SS,,,0,41,35+,,22,"5' 10""",175,L,R
Jack Herman,,PIT,RF,,A,0,32,35+,,20,"6' 0""",190,R,R
Cam Robinson,,MIL,RHP,,R,0,42,35+,,20.1,"5' 11""",187,R,R
Matt Gorski,,PIT,RF,,A-,0,33,35+,,21.8,"6' 4""",195,R,R
Roberto Campos,,DET,RF,,,0,29,35+,,16.3,"6' 3""",200,R,R
Caden Lemons,,MIL,RHP,,R,0,43,35+,,20.8,"6' 6""",175,R,R
Yordi Rosario,,PIT,RHP,,R,0,34,35+,,20.7,"6' 2""",185,R,R
Andre Lipcius,,DET,3B,,A,0,30,35+,,21.3,"6' 1""",190,R,R
Larry Ernesto,,MIL,RF,,R,0,44,35+,,19,"6' 2""",175,S,R
Grant Koch,,PIT,C,,A,0,35,35+,,22.6,"5' 11""",200,R,R
Joseph Ortiz,,BAL,SS,,A-,0,27,35+,,21.2,"5' 11""",175,R,R
Bryant Packard,,DET,LF,,A+,0,31,35+,,22,"6' 3""",200,L,R
J.C. Flowers,,PIT,RHP,,A-,0,36,35+,,21.4,"6' 3""",190,R,R
Matthias Dietz,,BAL,RHP,,A+,0,28,35+,,24,"6' 5""",220,R,R
Zack Hess,,DET,RHP,,A,0,32,35+,,22.6,"6' 6""",216,R,R
Cristopher Cruz,,PIT,RHP,,,0,37,35+,,16.7,"6' 2""",170,R,R
Luis Ortiz,,BAL,RHP,,R,0,29,35+,,24,"6' 3""",240,R,R
Will Vest,,DET,RHP,,AAA,0,33,35+,,24.3,"6' 0""",180,R,R
Osvaldo Gavilan,,PIT,CF,,R,0,38,35+,,18,"5' 10""",170,L,L
Rylan Bannon,,BAL,3B,,AAA,0,30,35+,,23.4,"5' 10""",180,R,R
Matt Hall,,DET,LHP,,MLB,0,34,35+,,26.2,"6' 0""",200,L,L
Alexander Mojica,,PIT,1B,,R,0,39,35+,,17.2,"6' 1""",225,R,R
Andrew Daschbach,,BAL,RF,,A-,0,31,35+,,21.9,"6' 3""",220,R,R
Jose De La Cruz,,DET,RF,,R,0,35,35+,,17.7,"6' 1""",205,R,R
Jesus Liranzo,,PIT,RHP,,AAA,0,40,35+,,24.6,"6' 3""",225,R,R
Jean Carmona,,BAL,3B,,A-,0,32,35+,,19.9,"6' 1""",183,S,R
Sam McMillan,,DET,C,,A,0,36,35+,,20.8,"6' 1""",195,R,R
Jake Zebron,,BAL,RHP,,R,0,33,35+,,19.6,"6' 3""",180,R,R
Angel De Jesus,,DET,RHP,,A+,0,37,35+,,22.6,"6' 4""",200,R,R
Zach Watson,,BAL,CF,,A,0,34,35+,,22.3,"6' 0""",166,S,R
Andrew Magno,,DET,LHP,,A-,0,38,35+,,21.3,"5' 11""",190,L,L
Alexander Ovalles,,TEX,1B,,A-,0,45,35+,,19,"6' 0""",180,L,L
Osleivis Basabe,,TEX,SS,,A-,0,46,35+,,19,"6' 1""",165,R,R
Jhonathan Diaz,,BOS,LHP,,A+,0,26,35+,,23,"6' 0""",190,L,L
Keyber Rodriguez,,TEX,SS,,R,0,47,35+,,18.9,"5' 9""",160,S,R
Eduardo Lopez,,BOS,CF,,R,0,27,35+,,17.4,"6' 0""",170,S,R
Cody Freeman,,TEX,SS,,R,0,48,35+,,18.7,"5' 10""",170,R,R
Ryan Zeferjahn,,BOS,RHP,,A-,0,28,35+,,21.6,"6' 4""",216,R,R
Justin Slaten,,TEX,RHP,,A-,0,49,35+,,22,"6' 4""",197,R,R
Eduardo Vaughan,,BOS,CF,,R,0,29,35+,,17.7,"6' 3""",160,R,R
Frainyer Chavez,,TEX,SS,,A,0,50,35+,,20.3,"5' 10""",170,S,R
Thad Ward,,BOS,RHP,,A+,0,30,35+,,22.7,"6' 3""",185,R,R
Yohander Mendez,,TEX,LHP,,MLB,0,51,35+,,24.7,"6' 5""",200,L,L
Yoan Aybar,,BOS,LHP,,A+,0,31,35+,,22.2,"6' 2""",165,L,L
Michael Matuella,,TEX,RHP,,A+,0,52,35+,,25.3,"6' 6""",220,R,R
Chris Murphy,,BOS,LHP,,A-,0,32,35+,,21.3,"6' 1""",175,L,L
Joe Perez,,HOU,3B,,A-,0,32,35+,,20.1,"6' 2""",215,R,R
Hever Bueno,,TEX,RHP,,A,0,53,35+,,24.8,"6' 2""",180,R,R
Marino Campana,,BOS,RF,,A-,0,33,35+,,21.8,"6' 4""",180,R,R
J.J. Matijevic,,HOU,1B,,AA,0,33,35+,,23.9,"6' 0""",206,L,R
Chris Vallimont,,MIN,RHP,,A+,0,41,35+,,22.5,"6' 5""",220,R,R
Jayce Easley,,TEX,SS,,A-,0,54,35+,,20.2,"5' 10""",150,S,R
Carlos Sanabria,,HOU,RHP,,AA,0,34,35+,,22.7,"6' 0""",165,R,R
Johan Quezada,,MIN,RHP,,A+,0,42,35+,,25.1,"6' 6""",200,R,R
Jose Rodriguez,,TEX,C,,R,0,55,35+,,18,"6' 0""",185,L,R
Enmanuel Valdez,,HOU,2B,,A+,0,35,35+,,20.7,"5' 9""",170,L,R
Willie Joe Garry Jr.,,MIN,CF,,R,0,43,35+,,19.3,"6' 1""",170,L,L
Cody Bradford,,TEX,LHP,,,0,56,35+,,21.6,"6' 3""",195,L,L
Cal Stevenson,,HOU,CF,,A+,0,36,35+,,23,"5' 10""",175,L,L
DaShawn Keirsey,,MIN,CF,,A,0,44,35+,,22.4,"6' 2""",195,L,L
Ross Adolph,,HOU,CF,,A+,0,37,35+,,22.8,"6' 1""",203,L,R
Charles Mack,,MIN,2B,,R,0,45,35+,,19.9,"5' 11""",190,L,R
Charlis Aquino,,SDP,SS,,R,0,40,35+,,17.9,"6' 2""",165,R,R
Deury Carrasco,,HOU,SS,,A-,0,38,35+,,20,"5' 9""",165,L,R
Spencer Steer,,MIN,2B,,A,0,46,35+,,21.8,"5' 11""",185,R,R
Joshua Mears,,SDP,LF,,R,0,41,35+,,18.6,"6' 3""",235,R,R
Osvaldo Duarte,,HOU,SS,,AAA,0,39,35+,,23.7,"5' 9""",160,R,R
Seth Gray,,MIN,3B,,A,0,47,35+,,21.3,"6' 3""",205,L,R
Agustin Ruiz,,SDP,RF,,A,0,42,35+,,20,"6' 2""",215,L,R
Dean Deetz,,HOU,RHP,,AAA,0,40,35+,,25.8,"6' 1""",195,R,R
Michael Helman,,MIN,2B,,A+,0,48,35+,,23.3,"6' 1""",195,R,R
Steven Wilson,,SDP,RHP,,AAA,0,43,35+,,25.1,"6' 3""",185,R,R
Brett Conine,,HOU,RHP,,AA,0,41,35+,,22.9,"6' 3""",210,R,R
Carlos Aguiar,,MIN,LF,,R,0,49,35+,,18.1,"6' 2""",175,L,L
Matt Brash,,SDP,RHP,,R,0,44,35+,,21.4,"6' 0""",170,R,R
Matthew Barefoot,,HOU,RF,,A-,0,42,35+,,22,"6' 0""",205,R,L
Malfrin Sosa,,MIN,LF,,,0,50,35+,,16.3,"6' 2""",195,R,R
Jason Vosler,,SDP,3B,,AAA,0,45,35+,,26.1,"6' 1""",190,L,R
Yohan Ramirez,,HOU,RHP,,AA,0,43,35+,,24.4,"6' 4""",190,R,R
Sean Guilbe,,SDP,SS,,A-,0,46,35+,,19.8,"6' 1""",190,R,R
Kit Scheetz,,HOU,LHP,,AAA,0,44,35+,,25.4,"5' 10""",185,L,L
Dwanya Williams-Sutton,,SDP,RF,,A,0,47,35+,,22.2,"6' 0""",225,R,R
Jayson Schroeder,,HOU,RHP,,R,0,45,35+,,19.9,"6' 2""",200,R,R
Bodi Rascon,,SDP,LHP,,,0,48,35+,,18.6,"6' 5""",200,L,L
Riley Ferrell,,HOU,RHP,,AAA,0,46,35+,,25.9,"6' 2""",215,R,R
Jesus Gonzalez,,SDP,LHP,,A,0,49,35+,,18.3,"5' 10""",160,L,L
Brayan Medina,,SDP,RHP,,,0,50,35+,,17,"6' 2""",180,R,R
Luis Gutierrez,,SDP,LHP,,,0,51,35+,,16.2,"5' 11""",170,L,L
Logan Driscoll,,SDP,C,,A-,0,52,35+,,21.9,"6' 1""",195,L,R
Starlin Cordero,,SDP,RHP,,A-,0,53,35+,,21.2,"6' 7""",220,R,R
Dylan Coleman,,SDP,RHP,,A,0,54,35+,,23,"6' 6""",215,R,R
Jordy Barley,,SDP,SS,,A-,0,55,35+,,19.8,"6' 0""",160,R,R
Jacob Nix,,SDP,RHP,,AA,0,56,35+,,23.7,"6' 4""",220,R,R
Jawuan Harris,,SDP,CF,,A,0,57,35+,,22.9,"5' 9""",195,R,R
Cristian Heredia,,SDP,CF,,R,0,58,35+,,18.5,"6' 3""",175,R,R
Brad Zunica,,SDP,1B,,AA,0,59,35+,,23.9,"6' 6""",254,L,R
Mason Feole,,SDP,LHP,,,0,60,35+,,21.1,"6' 1""",194,L,L
Drake Fellows,,SDP,RHP,,,0,61,35+,,21.6,"6' 5""",205,L,R